PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,PitchLocationConfidence,CatcherThrowLocationConfidence,CatcherThrowReleaseConfidence,PitchMovementConfidence
11,2023-01-17,16:21:03.35,3,2,"Lorent, Wilkin",,Right,WOR_PR1,", cc.cc",,Right,WOR_PR1,Undefined,1,Top,0,0,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,ALMANZAR,89.9616,-2.152649,-1.505674,2188.690352,227.92849,1:30,5.30891,0.33053,4.90042,-16.72324,19.1358,19.91883,1.87773,0.56608,82.21803,-5.277011,2.004156,0.430994,,,,,,,,,,,,-10.22335,10.37477,-0.20072,50,5.08486,2.47025,-130.41002,-5.48208,-17.61836,27.24035,-14.29472,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,7755ad60-96a4-11ed-a773-df94705731b4,87.45474,,,7.74357,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:21:03.35,2023-01-17T16:21:03.3550000-04:00,2023-01-17T20:21:03.3550000Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.59764,-131.57407,13.62017,5.30607,-4.87123,-7.14736,-0.32237,3.22312,-8.80918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
12,2023-01-17,16:21:17.61,3,3,"Lorent, Wilkin",,Right,WOR_PR1,", cc.cc",,Right,WOR_PR1,Undefined,1,Top,0,0,1,Curveball,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,77.66964,4.653304,1.643063,2048.578943,170.465079,11:45,5.23047,0.65454,5.51143,-41.28675,5.68091,-0.72634,6.15264,2.13088,71.06641,-2.932481,1.513992,0.493254,,,,,,,,,,,,0.78354,2.12378,-0.79732,50,5.6096,-3.19639,-112.43076,7.81772,1.01067,18.91622,-29.43469,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,7fda4f90-96a4-11ed-a773-df94705731b4,76.41582,,,6.60323,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:21:17.61,2023-01-17T16:21:17.6177840-04:00,2023-01-17T20:21:17.6177840Z,,v3,,,,", ccc",,Undefined,WOR_PR1,54.98531,-113.26643,9.45811,5.23552,9.11806,-14.71735,-0.65513,-3.24104,0.50533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
13,2023-01-17,16:21:41.00,3,4,"Lorent, Wilkin",,Right,WOR_PR1,", cc.cc",,Right,WOR_PR1,Undefined,1,Top,0,1,1,Curveball,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,78.41122,-0.467074,-1.072903,2016.378055,181.363675,12:00,5.20145,0.52225,5.59615,-37.14785,8.52646,0.17055,1.66964,-0.46535,72.38596,-7.291822,-1.042432,0.486416,,,,,,,,,,,,-0.36933,4.83878,-0.43041,50,5.13715,2.12733,-113.93317,-2.10639,-0.488,19.91264,-25.7807,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,8ddd7fe0-96a4-11ed-a773-df94705731b4,77.49018,,,6.02526,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:21:41.00,2023-01-17T16:21:41.0066096-04:00,2023-01-17T20:21:41.0066096Z,,v3,,,,", ccc",,Undefined,WOR_PR1,54.90287,-114.78686,9.95632,5.20377,-1.00111,-12.89035,-0.52206,2.14825,-0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
14,2023-01-17,16:21:57.44,3,5,"Lorent, Wilkin",,Right,WOR_PR1,", cc.cc",,Right,WOR_PR1,Undefined,1,Top,0,1,2,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.20901,-0.41368,-0.68835,2234.482836,223.573211,1:30,5.4604,0.28518,4.46736,-16.44788,19.84466,17.75588,3.69533,1.10858,82.07799,-3.485384,2.414991,0.433591,,,,,,,,,,,,-8.78166,10.08524,-0.23079,50,5.40212,0.67018,-130.73886,-1.54022,-15.1713,28.03806,-14.75064,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,9794fcc0-96a4-11ed-a773-df94705731b4,86.93089,,,8.13102,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:21:57.44,2023-01-17T16:21:57.4447792-04:00,2023-01-17T20:21:57.4447792Z,,v3,,,,", ccc",,Undefined,WOR_PR1,56.0293,-132.02557,14.01903,5.45727,-0.86329,-7.37532,-0.27752,1.36641,-7.58565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
15,2023-01-17,16:22:16.70,3,6,"Lorent, Wilkin",,Right,WOR_PR1,", cc.cc",,Right,WOR_PR1,Undefined,1,Top,0,2,2,Fastball,Four-Seam,InPlay,Undefined,Popup,Out,1,0,,89.34933,-1.626878,-2.117604,2200.395617,217.588421,1:15,5.25063,0.30824,4.71906,-16.77454,19.8758,14.37717,2.30747,-0.50405,81.4573,-4.763495,0.405741,0.435723,74.5625,55.561095,29.763175,6514.202439,,,,,72.04708,,,-7.66827,10.56434,-0.10797,50,5.07224,4.09607,-129.45507,-4.2706,-13.0064,27.15027,-14.25552,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,a3211290-96a4-11ed-a773-df94705731b4,86.50553,100.0507,,7.89203,,,,1.21037,2.55408,0.54316,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:22:16.70,2023-01-17T16:22:16.7071408-04:00,2023-01-17T20:22:16.7071408Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.77892,-130.66144,13.57513,5.24793,-3.63718,-7.12776,-0.30281,4.67399,-6.5032,194.769709,1.21037,53.68678,-21.75132,7.05417,-1.85117,0.43638,-0.08552,0.01059,-0.00049,2.55408,90.191,-23.07311,1.6424,0.04246,-0.10678,0.03894,-0.0085,0.00096,0.54316,30.7009,-4.64605,0.80844,-0.07725,-0.01009,0.00847,-0.0026,0.00033,,,,,,,,,,,,,,,,,,,,,,,High,High,Low,,High,,,High
16,2023-01-17,16:22:50.75,4,1,"Lorent, Wilkin",,Right,WOR_PR1,"Valdez, Moises",,Left,WOR_PR1,Undefined,1,Top,1,0,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,80.2123,-1.468639,-3.301425,2080.58272,238.648296,2:00,5.17926,0.44913,5.47445,-30.4149,14.03517,20.55017,1.26782,-0.9311,73.1085,-7.105818,0.355138,0.479852,,,,,,,,,,,,-11.32902,7.95052,-0.17339,50,5.02962,5.87946,-116.20673,-3.94773,-15.40767,22.87711,-21.36121,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,b77d2b70-96a4-11ed-a773-df94705731b4,78.5501,,,7.1038,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:22:50.75,2023-01-17T16:22:50.7571376-04:00,2023-01-17T20:22:50.7571376Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.02345,-117.1915,11.43855,5.17977,-3.02821,-10.6806,-0.44075,6.5427,-7.70384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
17,2023-01-17,16:23:04.27,4,2,"Lorent, Wilkin",,Right,WOR_PR1,"Valdez, Moises",,Left,WOR_PR1,Undefined,1,Top,1,1,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,88.87962,-2.922284,-0.284687,2216.001636,223.442376,1:30,5.39038,0.53572,4.78081,-17.31666,19.79068,17.55651,1.17497,1.72891,80.98394,-6.146892,2.802657,0.438431,,,,,,,,,,,,-8.68056,10.92993,-0.52338,50,5.08394,-0.20783,-128.69312,-7.16868,-14.49821,27.7294,-13.91894,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,bf6da3f0-96a4-11ed-a773-df94705731b4,85.97117,,,7.89569,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:23:04.27,2023-01-17T16:23:04.2727600-04:00,2023-01-17T20:23:04.2727600Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.71587,-129.91888,13.8647,5.38723,-6.55341,-6.95947,-0.52836,0.43305,-7.24911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
18,2023-01-17,16:23:21.96,4,3,"Lorent, Wilkin",,Right,WOR_PR1,"Valdez, Moises",,Left,WOR_PR1,Undefined,1,Top,1,2,0,Fastball,Sinker,InPlay,Undefined,FlyBall,Out,1,0,,88.59947,0.092306,-2.085423,2202.473639,226.105381,1:30,5.32957,0.68039,4.94222,-18.42072,18.6297,18.08658,3.88181,0.21592,80.42449,-3.36465,1.101745,0.438095,88.94388,37.26139,20.278105,,101.4729,76.33501,42.46422,302.35738,282.40986,26.109615,5.227775,-9.60123,9.55461,-0.49381,50,5.32421,3.83691,-128.43404,-0.42864,-15.96581,27.70439,-16.28572,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,ca01c530-96a4-11ed-a773-df94705731b4,86.03718,94.65725,,8.17498,,,,1.81134,3.98235,-0.17509,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:23:21.96,2023-01-17T16:23:21.9684016-04:00,2023-01-17T20:23:21.9684016Z,FlyBall,v3,,,,", ccc",,Undefined,WOR_PR1,55.5562,-129.62703,13.8522,5.32756,0.27264,-8.14286,-0.67384,4.52441,-7.98291,201.03322,1.82016,97.21157,-21.06179,4.28099,-0.20799,-0.19071,0.05777,-0.00662,0.00027,3.98004,79.01589,-19.65894,1.36857,-0.1293,-0.04632,0.02726,-0.00481,0.00029,-0.17369,35.95305,-2.46391,-0.34816,0.31752,-0.12017,0.02706,-0.00323,0.00015,,,,,,,,,,,,,,,,,,,,,,,High,High,Low,,High,,,High
19,2023-01-17,16:24:05.83,5,1,"Lorent, Wilkin",,Right,WOR_PR1,"Colina, Optiel",,Right,WOR_PR1,Undefined,1,Top,2,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.93711,-3.321939,-2.258468,2300.639197,224.513065,1:30,5.37281,0.30529,4.79358,-15.91021,19.37914,17.92631,0.89298,-0.34217,83.20686,-6.286732,0.892767,0.427556,,,,,,,,,,,,-9.47115,10.79095,-0.09665,50,5.02804,4.32631,-131.64663,-8.21283,-16.65141,27.47087,-13.20222,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,e4322d50-96a4-11ed-a773-df94705731b4,88.15786,,,7.73025,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:24:05.83,2023-01-17T16:24:05.8329776-04:00,2023-01-17T20:24:05.8329776Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.70542,-132.83185,13.73544,5.37009,-7.64322,-6.60111,-0.29881,5.04473,-8.32571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
20,2023-01-17,16:24:24.19,5,2,"Lorent, Wilkin",,Right,WOR_PR1,"Colina, Optiel",,Right,WOR_PR1,Undefined,1,Top,2,1,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,88.80887,-1.069977,-0.30647,2147.265312,227.817374,1:30,5.32467,0.28206,5.08513,-20.46229,15.93572,16.34753,2.61084,1.35549,81.41705,-4.864278,2.584317,0.43422,,,,,,,,,,,,-8.1926,8.54571,-0.26644,50,5.20778,-0.06873,-128.90611,-3.13392,-13.82751,26.02298,-17.75052,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,ef05efa0-96a4-11ed-a773-df94705731b4,86.80484,,,7.39183,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:24:24.19,2023-01-17T16:24:24.1943216-04:00,2023-01-17T20:24:24.1943216Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.41274,-129.99422,13.01149,5.32331,-2.39171,-8.87526,-0.27566,0.50944,-6.91376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
21,2023-01-17,16:24:39.87,5,3,"Lorent, Wilkin",,Right,WOR_PR1,"Colina, Optiel",,Right,WOR_PR1,Undefined,1,Top,2,2,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,89.86448,0.039324,-2.989631,2221.187862,222.738636,1:30,5.44943,0.29589,4.76306,-16.9871,19.068,16.57851,4.07118,-1.15982,82.04215,-3.135879,-0.080925,0.43217,,,,,,,,,,,,-8.91099,9.67205,-0.01131,50,5.43928,5.99131,-130.22294,-0.51049,-15.35946,26.37984,-15.50278,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,f873e060-96a4-11ed-a773-df94705731b4,87.21667,,,7.82233,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:24:39.87,2023-01-17T16:24:39.8743216-04:00,2023-01-17T20:24:39.8743216Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.73454,-131.37947,13.18992,5.44677,0.16918,-7.75139,-0.28874,6.66469,-7.67973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
22,2023-01-17,16:25:07.87,5,4,"Lorent, Wilkin",,Right,WOR_PR1,"Colina, Optiel",,Right,WOR_PR1,Undefined,1,Top,2,3,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.78033,-1.027961,-1.009221,2216.573572,228.826649,1:45,5.29115,0.51821,4.93557,-20.84529,15.17206,16.00127,2.5822,0.89767,81.81745,-4.89135,1.812672,0.431944,,,,,,,,,,,,-8.16961,8.13315,-0.43396,50,5.17452,1.52553,-130.18504,-3.10254,-13.98809,27.91994,-18.24836,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,09116aa0-96a5-11ed-a773-df94705731b4,87.26237,,,7.96288,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:25:07.87,2023-01-17T16:25:07.8799536-04:00,2023-01-17T20:25:07.8799536Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.56137,-131.37234,13.95997,5.28996,-2.32652,-9.12418,-0.51148,2.12037,-6.99405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
23,2023-01-17,16:25:24.44,5,5,"Lorent, Wilkin",,Right,WOR_PR1,"Colina, Optiel",,Right,WOR_PR1,Undefined,1,Top,2,3,1,Fastball,Sinker,BallCalled,Walk,Undefined,Undefined,0,0,,88.75715,-2.561903,-2.642861,2203.144088,230.090317,1:45,5.27242,0.5156,4.94306,-18.95977,17.75095,19.84182,1.26717,-0.33027,81.42436,-6.076196,0.854044,0.436082,,,,,,,,,,,,-10.49725,9.798,-0.27605,50,5.00817,5.00459,-128.60287,-6.43196,-17.66281,25.49214,-15.68777,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,12f8aa10-96a5-11ed-a773-df94705731b4,86.43437,,,7.33278,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:25:24.44,2023-01-17T16:25:24.4401328-04:00,2023-01-17T20:25:24.4401328Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.55568,-129.69947,12.74607,5.27033,-5.75712,-7.84388,-0.50768,5.76439,-8.8314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
24,2023-01-17,16:25:49.53,6,1,"Lorent, Wilkin",,Right,WOR_PR1,"Chacon, Anderson",,Right,WOR_PR1,Undefined,1,Top,2,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,89.18913,-3.191741,-2.482816,2103.757039,223.676981,1:30,5.30412,0.38065,4.96679,-19.38186,16.63784,14.90406,0.66804,-0.72412,82.65675,-6.750845,0.145554,0.431958,,,,,,,,,,,,-7.99434,9.32441,-0.15338,50,4.97944,4.91908,-129.31083,-7.92637,-13.73276,23.29301,-16.15651,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,21f99b50-96a5-11ed-a773-df94705731b4,87.25952,,,6.53238,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:25:49.53,2023-01-17T16:25:49.5369392-04:00,2023-01-17T20:25:49.5369392Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.53306,-130.3037,11.6465,5.30262,-7.2377,-8.07825,-0.37553,5.50444,-6.86638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
25,2023-01-17,16:26:05.45,6,2,"Lorent, Wilkin",,Right,WOR_PR1,"Chacon, Anderson",,Right,WOR_PR1,Undefined,1,Top,2,1,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,87.64815,0.430137,-0.692236,2145.919901,221.96912,1:30,5.38197,0.55822,4.76658,-18.82698,18.983,16.03336,4.22091,1.23799,80.15574,-3.075713,2.125183,0.442562,,,,,,,,,,,,-8.03796,9.54567,-0.50366,50,5.40936,0.77442,-127.16463,0.2921,-13.20933,25.19648,-16.48697,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,2b647ed0-96a5-11ed-a773-df94705731b4,85.16863,,,7.49241,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:26:05.45,2023-01-17T16:26:05.4589616-04:00,2023-01-17T20:26:05.4589616Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.73081,-128.29511,12.59824,5.37966,1.03181,-8.24348,-0.55171,1.36707,-6.60467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
26,2023-01-17,16:26:28.01,6,3,"Lorent, Wilkin",,Right,WOR_PR1,"Chacon, Anderson",,Right,WOR_PR1,Undefined,1,Top,2,2,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,89.15339,-2.084577,-4.122209,2193.33973,223.414166,1:30,5.33478,0.62656,5.13294,-16.40481,19.82804,17.66446,1.99867,-1.79006,81.54331,-5.169612,-1.006602,0.433234,,,,,,,,,,,,-9.85268,10.75264,-0.25352,50,5.12654,8.47686,-129.03605,-5.24346,-16.68215,25.78471,-13.96812,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,38de33d0-96a5-11ed-a773-df94705731b4,87.00247,,,7.61008,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:26:28.01,2023-01-17T16:26:28.0122032-04:00,2023-01-17T20:26:28.0122032Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.36504,-130.10371,12.89235,5.33168,-4.66509,-6.98406,-0.61882,9.16762,-8.34108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
27,2023-01-17,16:26:54.48,6,4,"Lorent, Wilkin",,Right,WOR_PR1,"Chacon, Anderson",,Right,WOR_PR1,Undefined,1,Top,2,3,0,Fastball,Sinker,BallCalled,Walk,Undefined,Undefined,0,0,,88.99525,-2.78583,-2.384465,2167.149316,227.819369,1:30,5.30011,0.39528,4.79725,-18.81903,18.13351,18.64588,1.0877,-0.31167,81.15364,-6.278141,0.893609,0.437516,,,,,,,,,,,,-9.86843,10.07642,-0.17481,50,5.0066,4.47714,-128.82529,-6.95023,-16.54966,27.28364,-15.27555,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,48afbb80-96a5-11ed-a773-df94705731b4,86.15106,,,7.84161,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:26:54.48,2023-01-17T16:26:54.4892592-04:00,2023-01-17T20:26:54.4892592Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.70096,-130.02708,13.64182,5.29793,-6.27737,-7.63778,-0.38808,5.20612,-8.27483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
28,2023-01-17,16:28:42.19,1,1,"Martinez, Randy",,Left,WOR_PR1,"Castro, Rayniel",,Left,WOR_PR1,Undefined,2,Top,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,85.88828,1.508307,0.501329,2087.631635,171.914827,11:45,5.48963,-1.61696,6.05555,-23.25915,14.38757,-1.87681,4.94785,-1.3093,78.28868,-2.887255,0.163589,0.441606,,,,,,,,,,,,1.08823,7.33154,1.57889,50,5.59426,-1.01234,-124.70571,2.59684,1.71414,25.01322,-20.62554,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,88d84b00-96a5-11ed-a773-df94705731b4,85.3531,,,7.5996,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:28:42.19,2023-01-17T16:28:42.1959344-04:00,2023-01-17T20:28:42.1959344Z,,v3,,,,", ccc",,Undefined,WOR_PR1,54.43791,-125.5927,12.50661,5.4892,3.32824,-10.31277,1.61587,-1.07313,0.85707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
29,2023-01-17,16:29:04.36,1,2,"Martinez, Randy",,Left,WOR_PR1,"Castro, Rayniel",,Left,WOR_PR1,Undefined,2,Top,0,1,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,84.96805,0.896268,1.651509,2181.732491,153.825469,11:15,5.27893,-1.92764,6.01,-24.94612,13.4845,-6.05,4.03081,-0.90141,77.73381,-3.792493,0.564015,0.44618,,,,,,,,,,,,3.53244,7.04886,1.80115,50,5.33562,-3.3134,-123.41332,1.17786,5.46256,23.94653,-21.27368,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,960c4470-96a5-11ed-a773-df94705731b4,84.47813,,,7.23424,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:29:04.36,2023-01-17T16:29:04.3651248-04:00,2023-01-17T20:29:04.3651248Z,,v3,,,,", ccc",,Undefined,WOR_PR1,54.48603,-124.28072,11.97326,5.279,1.94844,-10.63684,1.92475,-3.51126,2.73128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
30,2023-01-17,16:29:17.00,1,3,"Martinez, Randy",,Left,WOR_PR1,"Castro, Rayniel",,Left,WOR_PR1,Undefined,2,Top,0,2,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,85.96951,0.209832,0.760099,2243.922826,168.339723,11:30,5.48887,-1.62903,5.91443,-23.0282,14.5345,-2.76725,3.76461,-1.15416,78.87999,-4.114649,0.263256,0.441113,,,,,,,,,,,,1.60768,7.73512,1.56962,50,5.49251,-1.54319,-124.93108,-0.24814,2.55392,23.95877,-19.88628,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,9d92b080-96a5-11ed-a773-df94705731b4,85.44851,,,7.08952,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:29:17.00,2023-01-17T16:29:17.0057392-04:00,2023-01-17T20:29:17.0057392Z,,v3,,,,", ccc",,Undefined,WOR_PR1,54.58175,-125.80668,11.97939,5.48829,0.47863,-9.94314,1.62772,-1.63653,1.27696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
